gpr_amplitude,pd_intensity,soil_resistivity,burial_depth,status
0.3745401188473625,0.26170568373590597,576.2759195007568,2.120642385194555,Healthy
0.9507143064099162,0.24697879907199982,807.3780060069864,0.9309659052629156,Degraded
0.7319939418114051,0.9062545805210367,762.5593204922575,2.6809864083870374,Insulation Failure
0.5986584841970366,0.2495461998495061,162.36090564683593,2.0327905976731038,Degraded
0.15601864044243652,0.271949726128631,157.75697504405917,0.8930097088923856,Healthy
0.15599452033620265,0.7593982624179637,275.4926240674642,2.905845143703017,Insulation Failure
0.05808361216819946,0.44973984245054,367.46397907762685,1.7959136583383015,Degraded
0.8661761457749352,0.7767105569551812,414.3710255943978,0.6822461296791376,Insulation Failure
0.6011150117432088,0.06536615756438524,682.9002446650118,2.067082261037668,Degraded
0.7080725777960455,0.4875711936733843,66.11362784417705,1.1329972675320255,Degraded
0.020584494295802447,0.03361360018328263,44.32597718380572,2.5092336296932563,Healthy
0.9699098521619943,0.06265320345535452,397.9914573144699,2.5445551839154765,Physical Break
0.8324426408004217,0.906437453344411,700.1920552166007,2.9473683896366545,Insulation Failure
0.21233911067827616,0.13924537111759516,201.50098952691775,1.7546738275612592,Healthy
0.18182496720710062,0.5324206822752171,645.0894364436892,1.6373921993193428,Degraded
0.18340450985343382,0.41109560260070654,267.22985656089645,2.3836890136162014,Degraded
0.3042422429595377,0.3473433262588427,887.2252477253812,0.8311766408548165,Healthy
0.5247564316322378,0.8998333456872725,896.7330448239503,1.8672887844828105,Insulation Failure
0.43194501864211576,0.0218233967754895,304.3143322385132,1.8656190003271274,Healthy
0.2912291401980419,0.6637896861755891,237.6938164236081,0.723682807025968,Degraded
0.6118528947223795,0.9633944342135504,417.19093234556897,1.544960213767284,Insulation Failure
0.13949386065204183,0.5601681834618419,248.12626932834723,2.6332119964180047,Degraded
0.29214464853521815,0.9368224620330918,675.6600048587866,2.640384054986651,Insulation Failure
0.3663618432936917,0.05225787928602377,827.8040377028027,0.7480941622992026,Healthy
0.45606998421703593,0.4187933190741614,676.3612096021049,0.7268022068695772,Degraded
0.7851759613930136,0.26015779096205116,826.1069427768559,1.1567386925048382,Degraded
0.19967378215835974,0.7308209649807298,403.0222405853994,2.6869151563849836,Degraded
0.5142344384136116,0.9812970904972467,164.75380100177225,0.8222564626837474,Insulation Failure
0.5924145688620425,0.2565300624442478,740.5714379236163,2.2999920065686155,Degraded
0.046450412719997725,0.6541746014740745,366.86976009013836,0.752914049032758,Degraded
0.6075448519014384,0.19809763275974013,674.5581169768412,2.0578446343695633,Degraded
0.17052412368729153,0.5653302545716099,277.937502561948,1.390168247797862,Degraded
0.06505159298527952,0.4639324866883362,90.41733845860594,2.4722849074146676,Degraded
0.9488855372533332,0.9720053296315371,992.6559775328857,1.084226122063409,Insulation Failure
0.9656320330745594,0.6085272726964666,164.63949285129328,2.0980045734748995,Degraded
0.8083973481164611,0.3495063720868188,988.5367840238463,1.0892063364397124,Degraded
0.3046137691733707,0.11409578488793337,977.5071332407829,2.2841507077803844,Healthy
0.09767211400638387,0.15124682873493456,795.8799228689593,2.6841950864018718,Healthy
0.6842330265121569,0.2253169299512351,662.8287324611777,0.8170044978169001,Degraded
0.4401524937396013,0.250966661340298,582.0289797485739,2.6664892214887588,Healthy
0.12203823484477883,0.8506160578411378,867.4405299240564,1.9839381360357449,Insulation Failure
0.4951769101112702,0.5612227882825249,296.54512640329307,0.8177762271675599,Degraded
0.034388521115218396,0.5233909113743664,473.0044003600283,1.56885463839928,Degraded
